Dataset_Source,Age,Gender,Marital_Status,Course,Mother_Qualification,Father_Qualification,Previous_Qualification,Displaced,Debtor,Tuition_Fees_Up_To_Date,Scholarship_Holder,Unemployment_Rate,Inflation_Rate,GDP,Target,Admission_Grade
Higher Education Predictors,19,0,1.0,16.0,1,27,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,19,0,1.0,5.0,3,1,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,35,0,2.0,9.0,22,27,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,20,0,1.0,9.0,23,14,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,
Higher Education Predictors,29,0,1.0,16.0,13,14,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,29,0,1.0,17.0,22,27,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,
Higher Education Predictors,19,0,1.0,12.0,22,27,1.0,1,0.0,1,1.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,25,0,2.0,3.0,23,14,12.0,0,1.0,0,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,50,0,4.0,3.0,22,27,12.0,0,1.0,0,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,24,0,2.0,9.0,19,24,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,18,0,1.0,7.0,23,14,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,20,0,1.0,6.0,23,28,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,20,0,1.0,4.0,1,27,1.0,1,1.0,1,1.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,21,0,1.0,17.0,22,27,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,28,1,1.0,10.0,23,1,1.0,0,1.0,1,0.0,10.8,1.4,1.74,Enrolled,
Higher Education Predictors,19,1,1.0,11.0,23,27,1.0,0,0.0,1,1.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,18,1,1.0,12.0,22,27,1.0,0,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,
Higher Education Predictors,22,1,1.0,2.0,22,27,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,25,1,1.0,4.0,22,27,14.0,0,0.0,1,0.0,15.5,2.8,-4.06,Dropout,
Higher Education Predictors,37,1,2.0,12.0,22,27,1.0,0,0.0,0,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,38,1,1.0,12.0,22,27,1.0,0,0.0,0,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,36,1,2.0,14.0,13,28,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,18,1,1.0,12.0,13,1,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,19,1,1.0,14.0,1,1,1.0,0,0.0,0,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,24,1,1.0,8.0,1,1,1.0,0,1.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,20,1,1.0,10.0,1,1,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,21,1,1.0,2.0,22,27,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,39,1,2.0,17.0,23,28,12.0,0,0.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,33,1,1.0,7.0,22,27,3.0,0,0.0,0,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,20,1,1.0,14.0,22,28,1.0,0,0.0,1,1.0,9.4,-0.8,-3.12,Graduate,
Higher Education Predictors,19,1,1.0,4.0,23,14,1.0,0,0.0,1,0.0,16.2,0.3,-0.92,Graduate,
Higher Education Predictors,43,1,2.0,17.0,22,27,1.0,0,0.0,0,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,49,1,2.0,17.0,22,27,1.0,0,0.0,1,0.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,18,1,1.0,15.0,23,28,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,27,1,1.0,4.0,1,27,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Enrolled,
Higher Education Predictors,19,1,1.0,9.0,1,14,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,45,1,1.0,5.0,22,27,1.0,0,1.0,1,1.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,19,1,1.0,14.0,22,10,1.0,1,0.0,0,0.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,21,1,1.0,4.0,1,3,14.0,0,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,18,1,1.0,14.0,1,1,1.0,0,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,18,1,1.0,9.0,22,27,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,29,1,1.0,11.0,22,27,1.0,0,0.0,0,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,19,1,1.0,14.0,1,1,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,
Higher Education Predictors,18,1,1.0,9.0,13,14,1.0,1,0.0,1,1.0,12.4,0.5,1.79,Enrolled,
Higher Education Predictors,22,1,1.0,5.0,1,1,14.0,0,0.0,1,1.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,18,1,1.0,12.0,1,1,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,20,1,1.0,8.0,1,14,14.0,0,0.0,1,0.0,13.9,-0.3,0.79,Enrolled,
Higher Education Predictors,20,1,1.0,2.0,13,14,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,29,1,4.0,14.0,22,27,12.0,0,1.0,1,1.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,29,1,1.0,14.0,9,9,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,23,1,1.0,15.0,1,1,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,19,1,1.0,2.0,3,10,1.0,1,1.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,18,1,1.0,7.0,23,28,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,22,1,2.0,11.0,2,2,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,34,1,1.0,17.0,22,27,1.0,1,1.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,26,1,1.0,17.0,3,3,4.0,0,0.0,1,0.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,24,1,1.0,2.0,22,27,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,17,1,1.0,14.0,1,1,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,21,1,1.0,14.0,3,3,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,34,1,2.0,17.0,1,4,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Enrolled,
Higher Education Predictors,49,1,2.0,4.0,1,3,1.0,0,1.0,0,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,23,1,1.0,12.0,2,4,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,18,1,1.0,7.0,1,14,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,20,1,1.0,12.0,10,1,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Enrolled,
Higher Education Predictors,19,1,1.0,14.0,3,1,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,24,1,1.0,4.0,3,1,14.0,1,0.0,1,0.0,16.2,0.3,-0.92,Enrolled,
Higher Education Predictors,18,1,1.0,9.0,1,28,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,45,1,2.0,11.0,19,24,12.0,0,1.0,0,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,30,1,1.0,17.0,19,24,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,28,1,1.0,17.0,1,4,14.0,0,0.0,1,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,40,1,1.0,17.0,22,27,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,32,1,1.0,9.0,23,14,12.0,0,0.0,0,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,19,1,1.0,11.0,13,27,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,20,1,1.0,5.0,1,14,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,
Higher Education Predictors,18,1,1.0,7.0,1,3,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,20,1,1.0,14.0,23,27,1.0,0,0.0,0,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,39,1,1.0,17.0,22,28,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,
Higher Education Predictors,19,1,1.0,6.0,13,28,1.0,0,0.0,0,0.0,11.1,0.6,2.02,Enrolled,
Higher Education Predictors,38,1,1.0,17.0,22,27,9.0,0,0.0,1,0.0,7.6,2.6,0.32,Enrolled,
Higher Education Predictors,18,1,1.0,12.0,13,27,1.0,1,0.0,1,1.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,18,1,1.0,12.0,13,28,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,28,1,2.0,8.0,19,24,7.0,0,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,31,1,1.0,14.0,22,27,1.0,1,0.0,0,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,23,1,1.0,12.0,2,14,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,21,1,1.0,12.0,23,14,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Enrolled,
Higher Education Predictors,33,1,1.0,10.0,22,27,12.0,0,1.0,0,0.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,22,1,1.0,9.0,22,27,1.0,0,0.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,20,1,1.0,7.0,13,27,14.0,1,1.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,19,1,1.0,14.0,22,28,1.0,0,1.0,1,0.0,8.9,1.4,3.51,Enrolled,
Higher Education Predictors,20,1,1.0,6.0,23,28,14.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,
Higher Education Predictors,25,1,1.0,11.0,22,27,9.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,25,1,1.0,4.0,1,1,1.0,0,0.0,0,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,19,1,1.0,5.0,4,14,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,20,1,1.0,14.0,2,1,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,33,1,2.0,12.0,13,14,12.0,0,0.0,1,0.0,16.2,0.3,-0.92,Enrolled,
Higher Education Predictors,19,1,1.0,15.0,1,27,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,31,1,1.0,8.0,19,24,12.0,0,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,24,1,1.0,7.0,3,28,14.0,0,1.0,0,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,23,1,1.0,7.0,13,3,14.0,0,1.0,0,0.0,15.5,2.8,-4.06,Dropout,
Higher Education Predictors,26,1,2.0,17.0,1,3,1.0,0,0.0,0,1.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,38,1,2.0,5.0,22,27,2.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,
Higher Education Predictors,20,1,1.0,7.0,13,14,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,20,1,1.0,7.0,1,14,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,25,1,1.0,6.0,3,1,12.0,0,0.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,19,1,1.0,5.0,1,14,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,18,1,1.0,7.0,1,28,1.0,0,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,28,1,1.0,17.0,10,10,9.0,0,0.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,18,1,1.0,7.0,13,14,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,18,1,1.0,8.0,4,3,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,19,1,1.0,9.0,1,1,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,24,1,1.0,12.0,13,14,1.0,0,1.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,21,1,1.0,6.0,1,3,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,20,1,1.0,14.0,3,27,1.0,0,0.0,1,1.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,21,1,1.0,4.0,13,1,14.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,24,1,2.0,13.0,13,14,1.0,0,1.0,1,0.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,27,1,1.0,17.0,23,27,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,19,1,1.0,9.0,22,28,1.0,1,1.0,0,0.0,8.9,1.4,3.51,Enrolled,
Higher Education Predictors,39,1,1.0,3.0,3,14,1.0,0,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,25,1,1.0,1.0,13,27,1.0,0,0.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,18,1,1.0,2.0,1,2,3.0,0,0.0,0,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,19,1,1.0,5.0,1,2,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,21,1,1.0,15.0,23,27,1.0,0,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,27,1,1.0,17.0,1,3,15.0,0,0.0,1,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,19,1,1.0,9.0,1,1,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Enrolled,
Higher Education Predictors,18,1,1.0,12.0,3,1,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Enrolled,
Higher Education Predictors,27,1,1.0,14.0,16,27,3.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,18,1,1.0,15.0,13,28,1.0,1,1.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,19,1,1.0,8.0,2,3,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,19,1,1.0,4.0,13,28,14.0,0,0.0,1,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,22,1,1.0,4.0,13,1,14.0,0,0.0,1,0.0,15.5,2.8,-4.06,Enrolled,
Higher Education Predictors,18,0,1.0,10.0,13,28,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,18,0,1.0,15.0,22,27,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,23,0,1.0,9.0,4,14,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,20,1,1.0,2.0,1,4,1.0,1,1.0,0,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,18,1,1.0,15.0,2,1,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Graduate,
Higher Education Predictors,18,1,1.0,15.0,13,14,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,18,1,1.0,7.0,1,14,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Enrolled,
Higher Education Predictors,20,1,1.0,15.0,13,1,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,20,1,1.0,15.0,3,1,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,21,1,1.0,5.0,1,1,14.0,0,0.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,22,1,1.0,2.0,13,14,1.0,0,0.0,1,0.0,13.9,-0.3,0.79,Enrolled,
Higher Education Predictors,20,1,1.0,7.0,13,1,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,19,1,1.0,2.0,1,27,1.0,0,1.0,1,0.0,15.5,2.8,-4.06,Enrolled,
Higher Education Predictors,19,1,1.0,7.0,23,14,14.0,1,0.0,1,0.0,12.4,0.5,1.79,Enrolled,
Higher Education Predictors,20,1,1.0,14.0,1,1,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,19,1,1.0,6.0,13,27,14.0,1,0.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,19,1,1.0,7.0,1,10,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,24,1,1.0,7.0,2,2,1.0,0,1.0,1,0.0,8.9,1.4,3.51,Enrolled,
Higher Education Predictors,18,1,1.0,14.0,13,1,1.0,0,1.0,1,0.0,10.8,1.4,1.74,Dropout,
Higher Education Predictors,18,1,1.0,7.0,13,14,1.0,0,0.0,0,1.0,8.9,1.4,3.51,Enrolled,
Higher Education Predictors,18,0,1.0,10.0,13,28,1.0,1,1.0,1,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,18,0,1.0,15.0,1,1,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,21,0,1.0,10.0,13,27,1.0,1,0.0,1,1.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,18,0,1.0,6.0,22,27,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,18,0,1.0,12.0,1,14,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,23,0,1.0,3.0,3,14,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,21,0,1.0,9.0,3,14,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,20,0,1.0,10.0,13,28,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,26,0,1.0,3.0,19,24,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,18,0,1.0,15.0,1,14,1.0,1,0.0,1,1.0,7.6,2.6,0.32,Enrolled,
Higher Education Predictors,18,0,1.0,2.0,3,27,1.0,1,0.0,1,0.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,19,0,1.0,14.0,13,14,1.0,0,0.0,0,1.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,20,0,1.0,12.0,13,1,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,19,0,1.0,15.0,23,14,1.0,1,1.0,0,0.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,21,0,1.0,10.0,22,14,14.0,1,1.0,1,0.0,12.4,0.5,1.79,Enrolled,
Higher Education Predictors,33,0,1.0,11.0,22,27,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,18,0,1.0,6.0,3,28,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,21,0,1.0,12.0,22,1,6.0,0,0.0,1,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,19,0,1.0,15.0,3,14,1.0,1,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,33,0,4.0,16.0,23,14,12.0,0,1.0,0,0.0,8.9,1.4,3.51,Enrolled,
Higher Education Predictors,18,0,2.0,12.0,23,28,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,20,0,1.0,15.0,13,28,1.0,1,0.0,1,1.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,20,0,1.0,11.0,22,27,1.0,1,0.0,0,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,20,0,1.0,3.0,13,1,1.0,0,0.0,1,1.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,19,0,1.0,6.0,1,27,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,19,0,1.0,10.0,23,27,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,21,0,1.0,10.0,26,1,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,26,0,1.0,6.0,3,3,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Enrolled,
Higher Education Predictors,21,0,1.0,10.0,22,27,1.0,0,0.0,1,0.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,27,0,5.0,16.0,22,27,12.0,0,0.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,20,0,1.0,5.0,1,28,1.0,1,0.0,1,1.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,21,0,1.0,14.0,13,3,14.0,0,0.0,1,0.0,16.2,0.3,-0.92,Enrolled,
Higher Education Predictors,18,0,1.0,13.0,23,27,1.0,1,0.0,1,1.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,20,0,1.0,6.0,1,14,14.0,1,0.0,1,0.0,16.2,0.3,-0.92,Enrolled,
Higher Education Predictors,18,0,1.0,15.0,1,14,1.0,1,0.0,1,0.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,20,0,1.0,10.0,1,1,14.0,0,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,19,0,1.0,6.0,1,14,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,20,0,1.0,12.0,22,3,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,20,0,1.0,17.0,13,27,1.0,0,0.0,1,1.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,20,0,1.0,6.0,23,1,14.0,0,0.0,1,0.0,12.7,3.7,-1.7,Enrolled,
Higher Education Predictors,19,0,1.0,10.0,13,1,1.0,1,1.0,1,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,18,0,1.0,15.0,3,3,1.0,0,0.0,1,0.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,18,0,1.0,6.0,23,28,1.0,1,0.0,1,0.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,19,0,1.0,12.0,23,27,1.0,1,0.0,1,1.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,19,0,1.0,12.0,10,27,1.0,1,0.0,1,0.0,12.4,0.5,1.79,Dropout,
Higher Education Predictors,43,1,1.0,4.0,22,27,12.0,0,0.0,1,0.0,16.2,0.3,-0.92,Enrolled,
Higher Education Predictors,47,1,2.0,5.0,22,17,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Dropout,
Higher Education Predictors,23,1,1.0,9.0,19,24,1.0,1,0.0,0,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,19,0,1.0,10.0,13,14,1.0,1,1.0,1,1.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,20,0,1.0,12.0,3,3,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,19,0,1.0,2.0,1,3,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Graduate,
Higher Education Predictors,19,0,1.0,6.0,22,27,1.0,1,0.0,1,0.0,15.5,2.8,-4.06,Graduate,
Higher Education Predictors,19,0,1.0,6.0,13,27,14.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,39,0,1.0,3.0,13,14,12.0,0,1.0,1,1.0,11.1,0.6,2.02,Graduate,
Higher Education Predictors,20,0,1.0,5.0,1,1,1.0,1,0.0,1,1.0,10.8,1.4,1.74,Graduate,
Higher Education Predictors,21,0,1.0,5.0,23,14,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Graduate,
Higher Education Predictors,22,0,1.0,10.0,22,14,1.0,1,1.0,0,0.0,9.4,-0.8,-3.12,Graduate,
Higher Education Predictors,19,0,1.0,15.0,13,28,1.0,1,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,22,0,1.0,14.0,1,14,1.0,1,0.0,1,0.0,13.9,-0.3,0.79,Graduate,
Higher Education Predictors,19,0,1.0,16.0,13,14,1.0,1,0.0,1,1.0,12.7,3.7,-1.7,Graduate,
Higher Education Predictors,18,1,1.0,2.0,22,28,1.0,1,1.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,26,1,5.0,9.0,13,14,1.0,0,0.0,1,0.0,11.1,0.6,2.02,Enrolled,
Higher Education Predictors,36,1,1.0,17.0,22,27,1.0,0,0.0,0,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,20,1,1.0,2.0,13,2,1.0,1,1.0,1,1.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,30,1,2.0,9.0,22,27,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Dropout,
Higher Education Predictors,24,1,1.0,4.0,1,1,1.0,0,0.0,1,0.0,15.5,2.8,-4.06,Dropout,
Higher Education Predictors,26,1,1.0,9.0,19,24,1.0,0,0.0,1,0.0,7.6,2.6,0.32,Dropout,
Higher Education Predictors,19,1,1.0,9.0,13,28,1.0,0,0.0,0,0.0,13.9,-0.3,0.79,Dropout,
Higher Education Predictors,34,1,5.0,10.0,13,28,1.0,0,0.0,1,0.0,12.4,0.5,1.79,Graduate,
Higher Education Predictors,33,1,1.0,8.0,1,1,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Enrolled,
Higher Education Predictors,19,1,1.0,9.0,13,1,1.0,1,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,
Higher Education Predictors,26,1,1.0,7.0,13,1,1.0,1,1.0,0,0.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,29,1,1.0,14.0,23,27,1.0,0,0.0,1,0.0,16.2,0.3,-0.92,Dropout,
Higher Education Predictors,19,1,1.0,7.0,13,27,1.0,1,0.0,1,1.0,8.9,1.4,3.51,Dropout,
Higher Education Predictors,18,1,1.0,2.0,1,1,1.0,1,0.0,1,0.0,12.7,3.7,-1.7,Dropout,
Higher Education Predictors,29,1,1.0,17.0,13,27,12.0,0,0.0,0,0.0,11.1,0.6,2.02,Dropout,
Higher Education Predictors,21,1,1.0,11.0,22,27,1.0,0,0.0,1,0.0,9.4,-0.8,-3.12,Graduate,
Higher Education Predictors,19,1,1.0,11.0,1,1,1.0,0,0.0,1,0.0,10.8,1.4,1.74,Enrolled,
